Tiempo_Respuesta,Tiempo_comunidad,Sexo,Trabaja,Edad,Familia,Hobbies,Club_Social,Politica,Profesional,Medioambiente,Grupo_Apoyo
7.78,Medio,M,No,36,0,0,0,0,1,0,0
3.52,Medio,F,No,25,1,1,0,0,0,1,1
10.05,Largo,F,Si,21,0,0,0,0,0,0,0
9.02,Medio,F,No,23,1,0,0,0,0,0,0
6.83,Medio,M,Si,40,1,1,0,0,0,1,0
5.97,Largo,F,No,40,1,0,1,0,1,0,0
6.16,Largo,F,Si,37,0,0,1,0,1,1,0
6.83,Largo,M,Si,44,1,0,0,0,0,0,0
2.51,Largo,F,No,24,1,0,1,0,0,0,0
2.99,Corto,M,No,31,1,1,1,0,0,1,0
7.24,Corto,M,Si,30,0,1,0,0,0,0,1
5.05,Largo,F,No,23,0,0,0,0,1,0,0
7.45,Largo,F,No,24,0,0,0,0,0,0,0
3.03,Largo,M,No,26,1,1,0,0,0,1,0
6.63,Corto,F,No,36,0,1,0,0,0,0,0
8.57,Corto,F,Si,44,1,1,0,1,0,1,0
3.1,Medio,M,No,32,0,0,0,0,0,0,0
6.71,Corto,M,No,52,1,0,0,0,0,1,0
9.73,Medio,M,Si,52,1,1,0,0,1,0,0
5.18,Medio,M,Si,26,1,1,1,0,1,1,0
9.74,Medio,M,No,32,0,0,0,0,0,0,0
9.16,Largo,M,No,36,1,0,0,0,0,0,0
7.48,Largo,M,No,32,0,0,0,0,0,0,0
2.84,Corto,F,No,27,1,1,1,0,1,1,0
5.87,Largo,M,Si,48,0,0,0,0,1,0,1
7.04,Medio,F,Si,46,1,1,1,0,0,1,0
6.29,Medio,M,No,29,0,0,0,0,0,0,0
8.62,Corto,M,No,47,0,0,0,0,0,0,0
5.27,Medio,F,No,31,1,0,0,0,1,1,0
4.28,Medio,M,No,40,0,0,0,0,0,0,0
4.76,Largo,F,No,31,0,1,0,0,1,0,0
3.87,Largo,M,Si,27,0,0,0,0,1,0,0
9.48,Largo,F,No,40,0,0,0,0,1,0,0
2.81,Medio,F,Si,37,1,0,0,0,0,0,0
4.51,Medio,M,Si,24,1,0,1,0,0,1,0
4.64,Corto,F,No,51,1,0,0,0,0,0,0
3.03,Medio,M,No,28,0,0,0,0,1,0,1
2.09,Medio,F,No,25,0,0,0,0,1,0,0
2.77,Medio,F,Si,51,0,1,0,0,0,1,0
7.38,Largo,M,Si,49,0,1,0,0,0,0,0
2.13,Corto,F,Si,47,0,0,0,0,1,1,0
2.1,Medio,F,No,26,1,0,0,0,1,0,0
7.15,Corto,F,Si,25,1,1,0,0,0,0,0
8.49,Largo,M,Si,37,1,1,0,0,0,0,1
3.71,Medio,F,Si,30,1,0,0,0,0,0,0
2.15,Medio,F,Si,28,1,1,0,0,1,1,0
6.56,Largo,F,Si,42,0,0,0,0,1,1,0
6.44,Medio,M,Si,43,0,0,0,0,1,0,1
7.38,Medio,F,Si,45,0,0,0,0,1,0,0
6.38,Corto,F,Si,47,0,1,1,0,0,1,1
4.44,Medio,M,Si,51,1,0,0,0,0,0,0
6.14,Medio,M,Si,34,0,0,0,1,1,0,1
3.1,Largo,F,Si,24,1,1,1,0,1,1,1
6.51,Corto,F,No,36,0,1,1,0,1,1,0
8.56,Largo,M,Si,38,0,0,0,0,0,0,0
9.05,Medio,F,Si,38,1,1,1,0,0,1,0
9.91,Corto,M,No,52,0,0,0,0,0,1,0
8.07,Medio,M,No,45,1,1,1,0,0,1,0
7.86,Medio,F,Si,52,1,1,1,0,1,1,0
2.92,Largo,F,Si,52,1,0,0,0,0,1,0
6.15,Medio,F,No,43,1,1,0,0,1,1,0
2.24,Largo,M,Si,47,1,0,0,0,0,0,0
5.94,Corto,M,Si,33,0,1,0,0,0,1,0
9.53,Largo,M,Si,44,0,0,0,0,0,0,0
2.91,Largo,F,No,42,1,1,0,0,1,1,0
6.69,Corto,F,Si,24,1,1,0,0,1,1,0
7.89,Corto,F,Si,27,0,0,0,0,0,0,0
7.64,Largo,M,No,31,0,0,0,0,1,0,0
5.38,Medio,M,Si,46,1,0,0,0,0,0,0
5.69,Largo,M,No,30,1,1,1,0,0,1,1
8.48,Largo,F,No,38,0,0,0,0,0,0,0
2.55,Medio,M,Si,31,1,0,0,0,0,1,0
2.74,Corto,M,Si,24,1,1,0,1,0,1,0
4.07,Medio,M,No,48,0,0,0,0,1,0,0
7.86,Largo,F,Si,38,0,0,0,0,1,0,1
6.56,Medio,F,No,41,0,0,0,0,0,1,0
8.76,Corto,M,Si,40,0,1,0,0,1,0,0
8.38,Largo,M,No,36,0,0,0,0,1,0,0
8.02,Medio,M,No,31,0,1,0,0,0,1,0
2.17,Largo,F,No,39,0,0,0,0,1,0,0
2.27,Medio,M,No,49,1,1,0,0,1,1,0
9.9,Medio,F,No,22,0,0,1,1,1,0,0
9.76,Largo,M,Si,32,0,0,0,0,1,0,0
3.3,Largo,F,Si,31,1,1,1,0,0,1,0
5.4,Corto,M,Si,26,1,0,1,0,0,1,0
9.33,Largo,F,Si,29,0,0,0,0,0,0,0
5.16,Largo,F,No,48,0,1,0,0,1,0,0
5.43,Largo,F,No,36,0,0,1,0,0,1,0
7.25,Medio,M,Si,46,0,0,0,0,0,0,1
6.19,Largo,M,No,20,1,0,0,0,0,0,0
8.58,Medio,F,No,43,1,1,0,0,0,0,0
5.77,Medio,M,No,39,0,0,0,0,1,1,1
6.43,Medio,M,No,51,0,1,1,0,0,1,0
9.31,Largo,M,Si,46,0,0,0,0,0,0,0
3.73,Corto,M,Si,57,0,0,0,0,1,0,0
7.47,Medio,F,Si,20,0,0,0,0,1,0,1
4.55,Largo,F,Si,36,1,0,0,0,1,0,1
7.23,Medio,F,Si,50,1,1,1,1,1,1,1
4.88,Medio,M,No,45,1,1,1,0,1,1,0
9.13,Largo,M,Si,51,1,1,1,0,1,1,0
7.69,Largo,F,No,47,1,0,1,0,1,1,1
3.93,Largo,M,Si,44,0,0,0,0,0,0,0
7.74,Medio,F,No,40,0,0,0,0,1,1,0
9.72,Corto,M,No,34,0,0,0,0,0,0,0
5.96,Corto,M,No,19,1,1,1,0,0,0,0
4.96,Medio,F,No,36,0,0,0,0,1,0,0
5.78,Corto,M,Si,51,0,0,0,0,1,0,1
9.81,Corto,F,No,51,0,1,0,1,0,1,0
9.48,Corto,M,Si,48,0,0,0,0,0,1,0
3.53,Medio,F,No,37,1,1,0,0,0,1,0
5.23,Corto,F,No,30,0,1,0,0,0,0,0
5.84,Largo,F,No,26,1,0,0,0,0,0,0
3.22,Corto,M,No,35,1,0,0,0,0,0,0
6.85,Corto,F,Si,45,1,1,1,0,0,1,0
2.85,Corto,F,Si,51,1,0,1,0,0,1,0
3.41,Largo,F,Si,36,0,0,1,0,1,1,0
7.45,Largo,F,Si,52,1,0,0,1,1,0,0
7.17,Corto,M,No,52,1,1,0,1,1,0,0
5.21,Medio,F,Si,35,1,1,1,0,0,1,0
7.99,Medio,F,No,28,0,0,1,0,0,1,1
3.8,Largo,F,Si,46,0,1,1,0,0,1,0
6.39,Largo,F,Si,22,0,0,0,0,0,0,0
7.1,Medio,M,Si,20,1,1,0,0,1,1,0
3.43,Medio,F,Si,30,1,1,0,0,0,1,0
2.13,Corto,M,Si,24,1,0,0,0,0,0,0
8.71,Medio,M,No,42,0,0,0,0,0,0,0
2.66,Corto,F,No,50,0,0,0,0,0,0,0
5.97,Medio,F,Si,45,1,0,1,0,1,1,0
3.87,Medio,M,No,21,0,0,0,0,0,0,0
4.57,Corto,M,No,43,0,0,0,0,1,1,0
6.57,Largo,M,Si,37,1,0,1,0,0,1,0
4.7,Corto,F,Si,23,0,0,0,0,0,0,0
5.24,Corto,M,Si,24,1,0,0,0,0,1,0
4.62,Largo,F,Si,25,1,0,1,0,1,1,1
7.8,Medio,M,No,21,1,0,0,0,0,0,0
4.79,Corto,M,No,48,1,1,0,0,1,0,0
5.51,Largo,F,No,29,0,1,0,0,0,0,0
5.07,Corto,F,Si,28,0,0,0,0,0,0,0
3.94,Medio,M,Si,54,1,0,0,0,0,1,0
7.45,Medio,M,No,22,0,0,0,0,0,0,0
2.19,Largo,M,No,23,0,1,0,0,1,1,0
2.14,Largo,F,Si,24,0,1,0,0,1,1,0
4.08,Medio,M,Si,18,0,0,0,0,0,0,0
8.69,Largo,F,Si,28,0,1,0,1,0,1,0
2.94,Largo,F,Si,28,1,0,1,0,0,1,0
3.79,Medio,M,Si,49,0,1,1,0,0,1,0
5.13,Largo,M,Si,34,1,1,1,0,0,1,1
7.97,Corto,M,No,24,1,0,0,0,1,0,1
3.33,Largo,F,No,24,0,1,1,1,0,1,1
8.68,Medio,F,No,49,1,1,1,0,1,1,0
2.75,Largo,F,Si,25,0,1,0,0,1,1,0
3.92,Largo,M,Si,44,0,0,0,0,0,0,0
3.92,Medio,M,Si,53,0,0,0,0,1,0,0
3.09,Largo,F,No,27,0,0,0,0,0,0,0
2.01,Largo,F,No,39,1,1,1,0,1,1,1
7.94,Medio,M,No,25,0,1,0,0,0,0,0
9.08,Corto,F,No,53,1,0,1,0,0,1,0
2.85,Medio,F,No,22,0,0,0,0,1,0,0
2.62,Largo,F,No,55,1,0,0,0,1,0,0
5.97,Largo,F,No,36,0,0,0,0,1,0,0
9.71,Largo,F,No,38,1,1,0,0,0,0,1
7.91,Medio,M,Si,34,0,0,0,0,0,0,0
2.85,Corto,F,No,31,1,1,1,0,0,1,0
6.39,Corto,M,Si,31,0,1,0,0,0,0,0
8.78,Medio,M,No,22,0,0,0,0,0,0,0
2.98,Largo,M,No,52,1,0,0,0,0,0,1
5.44,Largo,F,Si,52,1,0,0,1,0,0,1
8.02,Largo,F,Si,40,1,1,0,0,1,1,1
3.64,Corto,F,Si,20,0,0,0,0,1,0,1
9.77,Medio,M,Si,42,0,0,0,0,0,0,1
4.31,Largo,F,Si,26,1,0,1,0,0,1,0
6.39,Medio,M,No,44,1,1,0,0,0,1,0
6.91,Largo,M,No,55,1,0,0,0,1,0,0
6.12,Medio,M,Si,39,0,0,0,0,1,1,0
5.67,Medio,F,Si,32,1,0,0,0,0,1,0
6.53,Medio,M,No,49,1,1,0,1,1,0,0
5.67,Corto,M,No,22,0,0,0,0,0,0,0
5.27,Medio,M,No,44,0,0,0,0,0,0,0
3.71,Largo,F,Si,42,1,1,0,0,0,1,0
6.45,Largo,M,Si,25,1,1,1,0,0,1,0
4.13,Largo,M,Si,19,0,0,0,0,0,1,0
8.81,Largo,F,No,54,0,0,0,0,0,0,0
5.44,Largo,F,Si,41,1,0,0,0,0,0,0
2.25,Medio,F,Si,38,0,0,0,0,0,0,0
3.73,Medio,M,No,53,0,0,0,0,0,1,0
4.83,Corto,M,Si,48,1,1,1,0,1,1,1
2.34,Largo,F,Si,21,1,0,1,1,0,0,1
8.41,Medio,M,No,20,0,0,0,0,0,0,0
5.72,Medio,F,Si,44,0,0,0,0,0,1,1
2.96,Largo,M,Si,45,0,0,0,0,0,0,1
2.84,Medio,F,Si,49,1,1,0,0,0,1,0
6.45,Medio,M,No,27,0,0,0,0,0,1,0
9.13,Largo,F,Si,40,1,0,0,0,0,0,0
5.54,Largo,M,Si,27,1,1,1,0,0,1,0
8.39,Largo,F,Si,24,0,0,0,0,0,1,0
4.65,Medio,M,Si,19,0,0,0,0,0,0,0
8.49,Largo,M,No,23,0,0,0,0,0,0,1
5.99,Medio,F,No,29,0,0,0,0,0,0,0
4.55,Medio,F,No,27,0,0,0,0,1,0,0
10.01,Medio,M,Si,27,1,1,0,1,1,1,0
4.24,Corto,F,Si,43,1,0,0,1,1,0,0
6.53,Medio,F,No,29,1,0,0,0,0,1,1
8.81,Medio,M,No,31,1,0,0,0,0,0,0
6.97,Largo,F,Si,38,1,0,0,0,1,0,1
7.79,Medio,F,Si,53,0,0,1,0,0,1,0
8.02,Largo,F,No,38,1,1,1,0,0,1,0
7.63,Medio,F,No,37,0,0,0,0,1,0,1
8.93,Medio,M,Si,30,1,0,0,0,0,0,0
6.38,Corto,F,No,34,0,0,0,1,0,0,0
6.45,Corto,F,Si,55,0,0,0,0,0,0,0
7.32,Largo,M,No,22,1,1,0,0,0,0,0
9.24,Corto,M,No,34,0,0,0,0,0,0,0
4.24,Medio,M,Si,30,0,0,0,0,1,0,0
7.01,Medio,F,No,37,1,1,1,0,0,1,0
7.52,Largo,F,No,56,0,0,0,0,0,0,0
6.08,Medio,M,No,51,0,1,0,0,0,1,0
6.16,Medio,F,Si,36,0,0,0,0,1,0,0
4.54,Medio,F,Si,21,1,0,0,0,0,1,0
2.36,Medio,F,No,49,1,1,0,0,0,1,0
8.08,Corto,F,Si,35,1,0,0,0,0,1,0
7.85,Largo,M,No,37,1,1,0,0,0,1,1
2.71,Medio,F,No,37,1,1,0,0,0,0,0
7.09,Largo,F,No,52,0,0,0,0,0,0,0
5.84,Largo,F,Si,51,0,0,0,0,0,1,0
8.52,Medio,F,No,21,0,0,0,0,0,0,0
6.28,Largo,M,No,37,1,0,0,0,0,1,0
4.09,Corto,M,No,39,0,0,0,0,0,0,0
8.56,Largo,M,No,39,1,1,1,0,0,0,0
3.78,Largo,M,Si,46,0,0,0,0,0,0,0
8.08,Medio,M,No,21,0,0,0,0,1,0,0
3.49,Medio,M,No,48,0,0,0,0,1,0,1
9.12,Medio,M,No,37,0,0,0,0,0,0,0
6.93,Medio,M,No,36,1,1,1,0,0,1,1
4.33,Medio,F,Si,37,0,0,0,0,0,0,0
3.35,Largo,M,No,30,0,1,0,0,1,1,1
7.33,Corto,F,Si,27,0,0,0,0,1,0,0
5.89,Medio,F,No,30,0,1,0,0,0,1,1
7.49,Largo,F,No,43,0,0,0,0,0,0,0
7.47,Largo,M,No,37,0,0,0,0,0,0,0
8.16,Corto,F,Si,28,0,0,0,1,1,0,0
8.05,Medio,F,No,22,1,1,1,0,0,1,0
2.27,Medio,F,No,53,1,0,0,0,1,0,0
2.4,Largo,F,Si,27,1,0,0,0,0,0,0
7.54,Largo,F,Si,31,1,0,1,0,0,1,0
7.11,Corto,F,No,51,0,1,1,0,1,1,0
5.54,Largo,M,Si,27,0,0,0,0,0,0,0
4.75,Corto,F,No,44,0,0,1,0,1,1,0
2.17,Medio,F,No,24,1,1,0,0,0,1,1
9.98,Largo,M,Si,22,0,1,0,0,0,1,0
7.52,Medio,F,No,51,0,0,1,1,0,1,0
2.3,Corto,F,No,21,0,0,0,0,0,0,0
7.07,Medio,F,No,54,0,0,0,0,0,0,0
7.58,Corto,F,Si,46,0,0,0,0,0,1,0
3.77,Medio,M,No,31,0,0,0,0,1,0,1
7.32,Medio,F,Si,28,0,0,0,0,0,0,0
7.73,Largo,F,Si,23,0,0,0,0,0,0,0
8.75,Largo,F,No,30,1,0,0,1,0,0,1
6.96,Corto,M,No,36,0,0,0,1,1,0,1
7.29,Corto,F,No,20,0,0,0,0,0,0,0
6.32,Corto,M,No,34,0,0,0,0,0,1,0
7.2,Largo,M,Si,52,1,0,0,0,1,0,0
2.75,Largo,M,No,49,0,0,0,0,0,0,0
6.8,Largo,F,Si,43,0,0,0,1,1,0,0
9.2,Largo,F,Si,50,0,0,0,0,1,0,0
2.9,Medio,M,No,51,0,0,0,0,1,0,0
3.28,Largo,M,No,41,0,1,0,0,0,1,0
2.66,Medio,F,Si,51,1,0,0,0,1,0,0
9.32,Largo,F,Si,50,0,0,0,0,0,1,0
9.51,Corto,M,No,37,0,0,0,0,0,0,0
6.15,Largo,M,No,34,0,1,1,0,0,1,0
7.67,Medio,F,Si,31,0,0,0,0,0,0,0
3.11,Corto,F,No,33,0,0,0,0,0,0,0
4.97,Medio,M,No,29,1,0,0,1,0,0,0
6.56,Medio,M,No,55,0,1,0,0,0,1,0
9.18,Largo,F,No,30,0,0,0,0,0,0,0
4.73,Corto,M,Si,51,1,0,0,1,0,1,0
3.19,Medio,M,No,29,1,0,1,0,0,1,0
4.32,Medio,M,Si,35,0,0,0,0,0,0,0
8.65,Medio,F,Si,49,0,0,0,0,0,0,0
7.11,Medio,F,Si,33,1,0,0,0,0,0,0
3.58,Corto,F,No,54,1,1,1,0,0,1,0
5.37,Medio,M,Si,30,0,1,0,0,0,1,0
3.96,Largo,F,Si,46,0,0,0,0,1,0,0
2.04,Corto,F,Si,26,1,0,1,1,0,0,1
6.99,Medio,F,No,41,0,0,0,0,0,0,0
6.71,Corto,M,No,23,1,0,0,0,0,1,0
3.15,Largo,F,Si,20,0,0,0,1,1,0,0
9.36,Largo,F,Si,33,0,0,0,0,0,1,0
5.99,Largo,F,No,50,0,0,0,0,0,1,0
3,Medio,M,Si,24,1,1,0,0,0,1,0
8.67,Medio,M,No,37,1,0,0,0,0,1,0
6.52,Medio,M,No,21,0,0,0,0,0,0,0
7.57,Largo,M,Si,48,0,0,0,1,0,0,0
10.07,Largo,M,Si,21,1,1,1,1,0,1,0
7.77,Corto,M,Si,42,0,0,0,0,0,0,0
4.28,Largo,M,Si,43,0,1,0,0,1,1,0
9.97,Largo,M,Si,23,0,0,0,0,1,0,0
7.07,Medio,M,Si,25,0,0,0,0,0,0,0
6.37,Largo,F,Si,27,0,0,0,0,0,0,0
5.55,Corto,F,No,39,0,1,1,0,1,1,0
4.27,Medio,M,Si,53,0,0,0,0,0,0,0
8.84,Largo,M,Si,35,0,0,0,0,0,0,0
6.95,Largo,F,No,50,0,1,1,0,1,1,0
6.58,Largo,F,Si,52,0,0,0,1,0,0,1
5.6,Medio,M,Si,21,0,0,0,0,0,0,0
9,Largo,F,Si,40,0,0,1,0,0,1,0
4.57,Medio,M,Si,47,0,0,0,0,1,0,0
5.81,Medio,F,No,30,0,0,0,0,0,1,0
3.12,Medio,F,Si,26,0,0,0,0,0,1,0
2.36,Medio,M,No,31,1,1,0,0,1,0,0
6.52,Largo,M,No,49,0,0,0,0,0,1,0
2.12,Largo,F,No,30,0,0,0,0,0,0,0
7.29,Corto,F,Si,26,1,0,0,0,0,0,0
6.64,Largo,F,No,20,0,0,0,0,0,1,0
7.03,Largo,F,Si,46,0,0,0,0,0,0,0
4.24,Medio,F,No,42,1,1,0,0,0,1,0
3.07,Largo,M,Si,26,0,0,0,0,1,0,0
8.31,Largo,F,Si,44,0,0,1,0,0,0,0
2.51,Largo,F,No,21,0,0,0,0,0,1,0
6.49,Medio,F,No,31,0,1,0,0,0,0,0
2.89,Medio,F,Si,27,1,0,0,0,1,1,0
2.48,Largo,F,No,33,1,1,1,0,0,1,0
7.62,Largo,F,No,20,1,1,1,1,0,1,0
3.23,Corto,M,No,20,0,0,0,0,0,0,0
2.82,Medio,M,Si,44,1,0,0,0,0,0,0
5.02,Medio,F,Si,31,0,0,0,0,1,0,0
2.89,Corto,F,No,45,0,0,0,0,0,0,0
3.46,Largo,F,No,43,0,0,0,0,0,1,0
9.24,Medio,M,No,54,1,1,0,0,0,1,0
5.96,Medio,F,Si,52,0,0,0,0,1,0,0
8.01,Corto,M,Si,30,0,0,1,0,0,1,0
3.2,Largo,M,No,40,0,1,0,0,0,0,0
4.21,Corto,M,Si,32,1,1,1,0,0,1,0
8.79,Medio,F,No,36,0,0,0,0,1,0,0
3.23,Largo,M,Si,51,0,1,0,0,0,1,1
3.17,Largo,F,Si,46,0,0,0,0,0,1,0
4.56,Largo,M,Si,48,0,0,0,0,0,0,0
6.78,Medio,F,Si,23,0,0,0,0,0,0,0
3.72,Medio,F,No,30,1,1,0,0,0,1,0
9.23,Medio,M,No,47,0,1,0,0,1,1,0
6.14,Medio,F,Si,26,1,0,1,1,1,1,0
4.8,Medio,F,Si,50,1,1,0,1,1,1,0
3.01,Corto,F,No,54,1,0,0,0,0,0,0
3.2,Medio,F,No,25,0,1,1,0,0,1,0
5.63,Largo,F,No,28,0,0,0,0,0,0,1
9.52,Corto,M,Si,24,0,0,0,0,0,0,0
5.64,Largo,F,Si,24,0,0,0,0,1,0,1
6.33,Corto,F,Si,20,1,1,1,0,0,1,1
8.45,Medio,F,No,53,1,1,1,0,0,1,1
2.79,Medio,M,Si,53,0,0,0,0,0,0,0
4.46,Largo,F,No,53,0,0,0,0,0,0,1
8.32,Largo,M,Si,46,1,0,0,0,1,0,0
9.24,Largo,M,No,39,0,0,0,0,1,0,0
2.84,Medio,F,Si,53,0,0,0,0,0,1,0
6.49,Largo,M,No,23,1,1,0,1,1,1,0
3.59,Largo,F,No,21,0,0,0,0,0,0,0
4.43,Medio,F,No,49,0,0,1,0,1,0,1
2.56,Corto,M,Si,26,0,0,0,0,1,0,0
2.24,Medio,F,No,18,1,0,0,0,0,0,0
8.62,Corto,M,No,48,1,0,0,0,0,1,0
5.23,Medio,F,No,35,1,1,1,1,0,1,1
4.31,Medio,M,No,41,1,1,0,0,0,1,1
4.8,Largo,F,No,32,1,1,1,0,0,1,0
3.96,Largo,M,Si,31,1,0,1,0,0,1,0
9.33,Largo,F,No,41,0,0,0,0,1,0,0
2.93,Medio,F,Si,34,0,0,0,0,0,0,0
4.48,Medio,M,Si,24,0,0,1,0,0,0,0
4.69,Corto,F,No,50,0,0,0,0,0,0,0
3.11,Medio,M,No,27,1,0,1,1,1,0,1
2.26,Medio,F,No,23,0,1,0,0,0,1,0
2.84,Medio,F,Si,52,0,0,0,0,0,0,1
7.37,Largo,M,Si,48,0,0,0,0,0,1,0
2.14,Corto,F,Si,50,0,0,0,0,0,0,0
2.1,Medio,F,No,30,0,0,0,0,0,0,0
7.15,Corto,F,Si,24,1,1,1,0,1,1,0
8.61,Largo,M,Si,34,0,1,0,0,1,1,1
3.74,Medio,F,Si,36,1,0,0,1,0,0,1
2.24,Medio,F,Si,32,1,1,1,0,1,1,0
6.54,Largo,F,Si,40,1,1,1,0,0,1,0
6.52,Medio,M,Si,39,1,0,0,0,0,1,0
7.38,Medio,F,Si,47,0,0,0,1,0,0,1
6.41,Corto,F,Si,43,1,1,1,0,0,1,0
4.44,Medio,M,Si,54,1,0,0,0,0,0,0
6.05,Medio,M,Si,34,0,0,0,0,0,0,0
3.14,Largo,F,Si,26,0,0,0,0,0,0,0
6.59,Corto,F,No,38,0,0,0,0,0,0,0
8.55,Largo,M,Si,36,0,0,0,0,1,0,0
9.12,Medio,F,Si,34,0,0,0,0,1,1,1
9.94,Corto,M,No,53,1,0,0,1,1,1,1
8.2,Medio,M,No,44,0,0,0,0,0,0,0
7.96,Medio,F,Si,50,1,0,1,0,0,1,1
2.95,Largo,F,Si,54,0,0,0,0,0,0,0
6.13,Medio,F,No,43,0,0,0,0,1,0,0
2.19,Largo,M,Si,47,0,0,0,0,1,0,0
5.97,Corto,M,Si,32,0,0,0,0,0,0,0
9.52,Largo,M,Si,42,1,0,0,0,0,1,0
2.85,Largo,F,No,45,0,0,0,1,1,0,0
6.68,Corto,F,Si,20,0,0,0,0,0,0,0
7.82,Corto,F,Si,29,0,0,0,0,0,0,1
7.51,Largo,M,No,31,0,0,0,0,0,0,0
5.42,Medio,M,Si,48,1,1,1,0,0,1,0
5.73,Largo,M,No,32,0,0,0,1,1,0,0
8.45,Largo,F,No,41,0,0,1,0,0,0,0
2.44,Medio,M,Si,35,1,1,1,0,0,1,1
2.69,Corto,M,Si,24,0,0,0,0,0,1,0
4.03,Medio,M,No,52,0,0,0,0,0,1,0
7.83,Largo,F,Si,42,0,1,0,0,1,0,0
6.57,Medio,F,No,39,0,0,0,0,0,1,0
8.68,Corto,M,Si,39,1,0,1,0,1,1,0
8.53,Largo,M,No,35,0,0,0,1,1,0,0
7.86,Medio,M,No,28,1,1,1,0,1,1,1
2.27,Largo,F,No,36,1,0,1,0,0,0,0
2.26,Medio,M,No,53,1,1,0,0,1,0,0
9.96,Medio,F,No,24,1,1,0,0,1,0,0
9.78,Largo,M,Si,31,1,0,0,0,0,0,0
3.15,Largo,F,Si,28,0,0,0,0,1,0,1
5.31,Corto,M,Si,28,0,0,0,0,0,0,0
9.32,Largo,F,Si,27,0,0,0,0,0,0,0
5.09,Largo,F,No,50,0,0,0,0,0,1,0
5.41,Largo,F,No,38,1,1,1,0,1,1,1
7.13,Medio,M,Si,46,0,0,0,0,0,0,0
6.26,Largo,M,No,22,0,0,0,0,1,1,0
8.7,Medio,F,No,46,0,0,0,1,0,0,1
5.86,Medio,M,No,38,1,0,0,0,1,0,0
6.31,Medio,M,No,53,0,0,0,0,0,0,0
9.37,Largo,M,Si,46,1,1,1,0,1,1,0
3.73,Corto,M,Si,55,1,1,0,1,0,1,0
7.43,Medio,F,Si,23,0,1,0,0,0,1,0
4.6,Largo,F,Si,31,0,0,0,0,0,0,0
7.25,Medio,F,Si,52,1,0,0,0,0,0,0
5,Medio,M,No,43,0,0,0,0,0,0,0
9.15,Largo,M,Si,55,1,1,0,0,1,1,0
7.59,Largo,F,No,50,0,0,0,0,0,0,0
3.86,Largo,M,Si,43,0,0,0,0,0,0,0
7.7,Medio,F,No,44,0,0,0,0,0,0,0
9.56,Corto,M,No,32,1,1,0,0,0,1,0
5.83,Corto,M,No,21,1,1,1,0,0,1,0
5.12,Medio,F,No,30,0,0,0,0,1,0,0
5.71,Corto,M,Si,52,1,1,0,1,1,1,0
9.87,Corto,F,No,57,0,0,0,0,0,0,1
9.59,Corto,M,Si,46,0,0,0,0,0,0,0
3.57,Medio,F,No,37,0,0,0,0,1,0,0
5.17,Corto,F,No,31,1,1,0,0,0,1,0
5.75,Largo,F,No,26,1,1,1,0,0,1,1
3.23,Corto,M,No,33,0,1,1,0,1,1,0
6.87,Corto,F,Si,50,1,1,1,0,0,1,0
2.74,Corto,F,Si,51,0,0,0,0,0,0,1
3.45,Largo,F,Si,35,0,0,0,0,0,0,0
7.43,Largo,F,Si,50,0,0,0,0,1,1,0
7.1,Corto,M,No,54,1,1,1,0,0,1,0
5.18,Medio,F,Si,30,1,1,0,0,0,0,0
7.92,Medio,F,No,32,0,0,0,0,0,1,0
3.67,Largo,F,Si,45,1,0,0,0,0,1,0
6.43,Largo,F,Si,21,0,0,0,0,0,0,0
7.14,Medio,M,Si,18,0,1,0,0,1,1,0
3.39,Medio,F,Si,25,0,0,1,0,0,0,0
2.03,Corto,M,Si,23,0,0,0,0,1,0,0
8.63,Medio,M,No,43,1,0,1,1,0,1,0
2.63,Corto,F,No,49,0,0,0,0,0,1,0
6,Medio,F,Si,45,0,0,0,0,1,0,0
3.93,Medio,M,No,20,0,0,0,1,1,0,0
4.7,Corto,M,No,49,1,0,1,1,1,1,1
6.42,Largo,M,Si,38,0,0,0,0,0,0,1
4.53,Corto,F,Si,20,1,1,1,0,0,1,0
5.22,Corto,M,Si,25,1,1,0,0,1,0,0
4.73,Largo,F,Si,27,0,0,0,0,0,0,0
7.84,Medio,M,No,25,0,0,0,0,0,0,0
4.87,Corto,M,No,51,1,0,0,0,1,1,0
5.51,Largo,F,No,28,0,0,0,1,0,0,0
5.19,Corto,F,Si,29,1,1,0,0,0,1,0
3.95,Medio,M,Si,54,1,0,0,0,0,1,0
7.45,Medio,M,No,22,1,0,0,0,0,0,0
2.19,Largo,M,No,26,0,0,0,0,0,1,0
2.21,Largo,F,Si,24,0,0,0,0,0,1,0
4.16,Medio,M,Si,18,1,0,0,0,1,1,0
8.74,Largo,F,Si,26,0,0,0,0,1,0,0
3.08,Largo,F,Si,26,1,0,0,1,0,0,0
3.78,Medio,M,Si,47,1,0,1,0,0,1,0
5.08,Largo,M,Si,38,0,0,0,0,0,0,0
7.89,Corto,M,No,28,1,1,1,0,1,1,0
3.31,Largo,F,No,25,0,0,0,0,1,0,0
8.5,Medio,F,No,48,1,1,1,0,0,1,1
2.88,Largo,F,Si,29,1,1,0,0,0,1,0
3.91,Largo,M,Si,48,0,0,0,1,0,0,1
3.95,Medio,M,Si,51,0,0,0,0,0,0,0
2.99,Largo,F,No,27,0,0,0,0,0,0,0
2.09,Largo,F,No,40,1,0,0,0,0,1,0
8.04,Medio,M,No,21,0,0,0,0,1,0,0
